Horas Jogadas,Idioma,Review,Recomendado,Votos Úteis,Data da Review
431,english,"This game's unique take on accessibility and ability to put you in the shoes of a fully visually impaired protagonist is probably the most immersive video game experience I've had to date. I played most of the game in bed with a pair of headphones, a controller, and a pillow draped over my eyes to act as a blindfold. Full text to speech in all the menus was a welcome feature and one that I greatly appreciate the devs thinking of. 

The audioscapes are great, with excellent sound design and just the right amount of challenge to keep me forging ahead through the captivating storyline. Combat is easy to pick up with several tutorials at different points in the story. There was never a point where I felt overwhelmed with the different audio cues, although the difficulty does climb gradually as you learn to navigate your way through increasingly complex environments and battles. Alex is a fantastic protagonist and at no point in the story does she ever feel anything less than a capable, independent badass.

I wholeheartedly recommend this game for anyone who likes good stories, unique mechanics, immersive games and a challenge that's unlike any other game I can think of. I hope this inspires a whole genre of audio-games and I'm looking forward to seeing how this genre of gaming evolves.",TRUE,4,2021-09-02 04:26:20
468,english,"I get frequent migraines from focusing my eyes especially on screens & being able to rest my eyes while i play this game has been amazing. I can't read books anymore due to the strain reading has on my eyes & audio books don't capture my attention well enough to be enjoyable, but this game has enabled me to enjoy & immerse myself in a great story again without any pain. The voice acting is fantastic, the soundscapes are very immersive, i absolutely loved the story, & the combat was very fun! My only complaint about this game is that it isn't longer. I just finished the game on normal difficulty after almost 8 hours & I'm now looking forward to my next play through on the hardest difficulty!",TRUE,7,2023-12-03 22:04:33
215,english,Easily the most interesting and unique gameplay premise I've come across in recent years! Highly recommend!,TRUE,14,2021-08-20 02:33:18
364,english,"My most unique gaming experience.
I recommend to play it blindfolded for an immersive experience.",TRUE,12,2022-02-04 03:20:11
8,english,"It's an audio-based game with no subtitles and only one sound bar setting with no separation for voice, sfx and music. I don't know how it was possible to allow that flaw in the design.",FALSE,25,2022-01-12 09:48:10
305,english,"The Vale allows you to explore a fantasy adventure through your sense of hearing alone, as you make your way back to the kingdom of your birth meeting interesting characters along the way. While on your journey you complete various side quests, hunting, fighting, delving into dungeons - all guided by an accessible interaction system that builds in complexity over time. The voice acting and sound design is well considered throughout and with good headphones you can really concentrate on what is happening and feel immersed in the world that comes alive in your mind.",TRUE,8,2023-07-09 06:58:13
857,english,"This game is incredible. As a blind person, I found this game very enjoyable and addictive.  the story realy surprised me with it’s depth. I had com into the game thinking it would b sorta gimiky  but I was plesently surprised. 

Tldr buy this game",TRUE,4,2023-04-11 20:27:17
96,english,"Besides the obvious novelty of an audio only experience, the game mechanics do stand on their own as a worthy challenge. I recommend playing on hard mode, because you will certainly be put through your paces. 
You can choose different combat styles right away, slow and methodical, or high risk, high reward. 
There are branching paths, which also function as optional difficulty spikes. There's a large ambush that you aren't meant to survive, but you can defeat it if you really want to. You are just about able to do it, as long as you don't make more than 2 mistakes. 

My main concern was that the novelty of this game would wear of, and that the combat wouldn't be interesting. So I'm writing this review to let others know that the combat mechanics are good. The hard mode is actually hard.",TRUE,8,2022-03-26 22:47:17
266,english,"Absolutely fantastic game - the voice acting is superb, the sound design astonish, and the writing and world building phenomenal.

It doesn't feel like a linear story, it feels like you're living in this world, deprived of vision, but with such a clear picture of the people you come across.

This is now in my top 5 games. Incredible.",TRUE,8,2024-09-29 22:38:00
328,english,"When I first saw this game I wasn't sure if I was going to like it. 
After playing the game for 5 hours straight and completing it, it left me wanting more (in a good way). 
This made me realize how interesting video games can be with only sound and no visuals. I would love there to be more games like this one.
Games like this provide blind people an immersive way to enjoy video games and gives others a new way of playing video games. 
Amazing job well done.",TRUE,6,2022-02-07 14:39:01
1269,english,"I have never played a game like this before and I can almost guarantee you haven't either. 

A full-fledged RPG conveyed entirely through sound alone, The Vale makes excellent use of audio to engage you in a mix of exploration, battles, stealth, and conversation like any other game of its genre but in ways you've never experienced before. The story is a tightly executed adventure with the supernatural and political intrigue meshed together as you are thrust into the midst of a brewing war that will decide the fate of multiple kingdoms.

Not just a novelty, it's a genuinely solid game that is fun to play. I'd recommend only getting it if you have a decent pair of headphones though, positional audio cues are key to the gameplay and being able to make them out isn't really optional.",TRUE,6,2024-05-10 23:33:59
1090,english,"Great game, challenging and fun combat system that never gets old. Would definitely play again",TRUE,3,2023-07-14 04:12:05
365,english,"Excellent story and voice acting. Great mechanics for melee combat even with no visuals - honestly an impressive feat in itself. The whole game only runs 6 hours or so, and is well worth the time.",TRUE,3,2023-07-05 17:09:13
581,english,"First-person-action VISUAL IMPAIRED FRIENDLY action RPG with great replayablity, Turly the the Elden Ring of audio games ever.
",TRUE,12,2023-06-23 19:03:41
96,english,"I was testing the game for longer time and I am happy it's finally released!

Amazing music, voiceacting and sound design mixed with interesting storyline!

If you're expecting open-world experience with freedom in movement while exploring, tons of secrets and combat full of freedom this is not the game for you. To be honest it plays more like audio drama mixed with combat scenes and some exploration parts. Of course it's not bad! It is just not your typical game but still a good step in the right direction. :)

I am recommending this for everyone and no matter if you're blind or sighted. It is really interesting (and kinda short) experience for 5-6 hours.",TRUE,11,2021-08-20 09:58:00
398,english,"Very unique game. Starts a little slow but the storyline is really interesting and engaging once you get into it. Voice acting was really well done, better than some movies. I teared up a couple times. Some of the best combat mechanics as well.",TRUE,4,2021-12-20 07:36:04
697,english,"This game is incredible.... I never leave reviews, but this one deserves it. 

Sound design and voice acting is immaculate, the stories end almost made me cry.

If you are someone like me who loves roleplaying or reading, where you fully imagine and immerse yourself in the universe, this is the game for you.",TRUE,5,2023-04-29 23:01:27
453,english,"It is a pretty fantastic game. I am very impressed with it. It took me around 7-8 hours to compete. It has a good story, and a lot of fun features. I would rate this a solid 8.5-9/10. The ending was pretty good, but something about it felt a little bit lacking. However it was still good, and I would highly recommend this game for those who want something unique.",TRUE,5,2024-10-27 19:13:37
450,english,This game is both complex and yet relaxing to play. You'll need to replay it if you take a break for a while as remembering the controls can be anoying but its fun so not a big deal.,TRUE,6,2024-06-28 22:49:37
357,english,"I've just finished this game, and I just keep thinking ""wow.""

I'm in my forties, and have been a gamer for nearly all of that time. It is exceptionally rare that I have a completely new, novel experience with a game (Return of the Obra Dinn comes to mind, but that was nearly four years ago, somewhat proving my point).

The Vale absolutely satisfies this, in glowing fashion. What a technical marvel, and a gleeful victory for accessibility. Even the story, which began a little by-the-numbers for me, came together with some genuinely affecting moments and twists. And it probably goes without saying, but the sound design while playing with headphones is just perfect.

For the first time, I can now say that I have played through an entire game with my eyes closed. And it was amazing.",TRUE,4,2022-05-22 03:01:48
267,english,"What a masterpiece. I have never played an audio game before, but this still presented all the intrigue and excitement of other video games. Incredible voice cast and soundtrack as well. Side quests give players different background information that beautifully complements the main story while still feeling like full adventures in their own right. Anything else from this (small and powerful) developer are must-buys for me!",TRUE,5,2023-08-30 02:01:30
5644,english,"The Vale: Shadow of the Crown is probably one of the best audio adventures I've played in a while.

The voice acting, atmosphere, and gameplay are well done. You play as a young blind princess trying to make her way across a kingdom being invaded as her journey to her new home on the outskirts of this kingdom is cut short. Make choices, complete side quests, buy equipment, and enjoy an interesting story that can last 5+ hours. All menus are read out loud, and it is easy to navigate the world and while similar to other audio games, combat feels good. Would LOVE to see more like this game in future, maybe another story in the same universe even! Would be interested in learning more about things you find out about later in the story.",TRUE,3,2021-12-02 03:06:03
299,english,"The Vale could quite conceivably be played with your monitor turned off as every element of the menus and interface is spoken along with clear instructions of what buttons you should be pressing.  But an accessible UI is just the beginning.  How do you make a 5+ hour adventure/RPG engaging and entertaining with absolutely no conventional graphics?  It’s well known that when one of your senses stops functioning the others will compensate, and in this case it’s all about the audio.

So the game starts off with you, a young girl, traveling by wagon to your new castle on the outskirts of a kingdom now under rule by your brother, the new king.  Blinded at birth, you can only hear the creaking of the wagon and the plodding of hooves until your wagon is stopped by a guard who says they are under attack from an invading army and you should flee at once.  Again, everything is voice and sound effects only with nothing more than dust motes swirling around the screen; purely artistic with no relevance to the actual game, nothing to give sighted gamers an unfair advantage.

From this moment you are on your own as you must complete the long and perilous journey home through the winding valley known as The Vale.  In true RPG fashion you’ll need to equip yourself with a weapon; a variety of weapons in fact along with magical abilities and the occasional companion to aid you on several quests while always relying on your most powerful ability…your hearing.  Your ability to identify and locate danger through audio alone is something quite unique.  Hearing a growling wolf is one thing but listening to the subtle changes in that growl to nail the perfect timing of your attack is another.  At first you’ll likely being swinging your stick around wildly, much like any newly blind person would, but once you settle down and learn to listen you can actually start to enjoy the engaging combat system that will slowly rise in difficulty as you learn to mix light and heavy attacks with perfectly timed counters and even learn to fire a bow.  You’ll eventually face off against multiple enemies at once, learn to listen for archery fire, and even traverse some surprisingly terrifying stealth sections.  The sinister audio in these moments really sparks the darkest parts of your imagination.

Read the full review at https://gamechronicles.com/the-vale-shadow-of-the-crown-review-pc/

More Steam reviews on our Curator page - https://store.steampowered.com/curator/4961591-Game-Chronicles/",TRUE,2,2021-08-27 17:17:21
1039,english,"If you want an action packed fighter, this is not one for you. No visuals except from the glowing dots floating around.

If that did not scare you away I could not recommend this game more. It is entirely new and fresh, and I found the story and game design to be very good. There are some forced moments here and there where it felt a bit unnatural, but I could enjoy the game even with the overly simple structure and the restriction that all enemies and challenges are navigable by sound.

More than anything, however, I appreciated the experience to play a game without relying on my eyes for once. Losing one of my most relied on senses made the experience all the better and all the more inclusive. It is so nice to see games made available for those with a handicap or missing function.",TRUE,2,2021-10-03 21:23:22
42,english,I was sceptical at first but the game pulls you in from the very first moment. Play it with headphones and controller. Moving around blind works remarkably well so do the fights. The excellent voice work and sound design transports you instantly in this world and you wont miss any fancy graphics. Truly a new game experience!,TRUE,4,2022-05-26 00:22:24
56,english,"This is not a game. This is an experience! I am in love with the feeling this game gives me. I play it with my controller and with my eyes closed. The voice acting is stunning and the sounds are so realistic. 

If anyone is tempted to get this game, please please please do! I have never experienced anything like it! Close your eyes, get comfy, and go on a crazy adventure!",TRUE,8,2024-11-04 20:04:27
1366,english,Amazing game play experience. It is possible to finish the entire game with your eyes closed. Bonus points for you if you play the game without your eyes.,TRUE,6,2022-01-24 11:05:49
26,english,"This game really got me thinking. It made me remember that one time I watched a video about a blind person who is a fan of Liverpool. He would go to the football match with his cousin, and his cousin would describe everything in the game for him, every goal, every corner, just everything. It's beautiful and wholesome. A blind person can still be able to enjoy things just like everyone else. Now, they can even play game just like normal people. This is video game at its peak. This is truly the beauty of video game.",TRUE,6,2022-05-07 08:30:38
389,english,"PS I personally know the developers and play tested for bugs. I have played more hours outside of Steam

Accessible [strike]Video[/strike] Audio Game for the visually impaired and/or blind or sighted

My favourite aspect of The Vale is the character, story and voice acting. Character personality is portrayed perfectly through voice acting and it is very easy to imagine what they may look like. Dialogue is organic and engaging. I really enjoyed the characters' journey

Played with xbox one controller for PC. Avoids X/Y/A/B buttons, Right and left triggers are used as accept and decline in menus, left and right stick are used for movement and look direction during locomotion and shield and sword during combat respectively. 

3 difficulties (casual, normal, hard). Bosses can be deceptively difficult and combat is very aurally engaging. Highly recommended to play with headphones. I have played with speakers on either side of my desk before due to aux port issues; it's not impossible but much harder to face in the proper directions.

Absolutely recommended for anyone to play. Sighted or not, first gaming experience or not",TRUE,4,2021-09-01 01:26:27
611,english,"The game's concept itself is creative and a new experience for a visual-oriented gamer like me. The storyline is quite interesting and made me want to finish the game in one sitting. The voice acting are immaculate, immersive and full of emotions, even moved me to tears while playing. The playtime is okay for the price, wished it would be longer though cause i really love the game :)",TRUE,2,2022-09-18 02:27:27
798,english,"Introduction
The Vale is not long and some may find the gameplay simple, but it’s enjoyable with fantastic sound and a solid story. 
Story
You are a blind princess. At the game’s start, you’re on your way to take residence in a frontier castle. And then the Vale’s Golden Horde equivalent arrive and ruin your day. Now you’re retracing your journey to bring word to your brother. 
It’s a pretty straightforward start, but there are some twists later. Hopefully at least one of them will come as a surprise.
Gameplay
The Vale is an audio game, so there are no visuals. You alternate between free-roam and combat mode.
Free-roam is much like any first person game. Moving around, interacting with things, and talking with people. You’ll need to use audio to guide yourself though. 
In combat, you’re locked in place. Attacks come from left, right, or ahead. You’re basically engaged in a series of quick time events, listening for attacks to know when and in what direction to raise your shield and then strike back. 
As with other action RPG games, you’ll be able to acquire new equipment as the game progresses. These items are armour (take less damage when you do get hit), shields (block stronger blows), bows (used in certain sequences), and weapons (you can use swords, hammers, or axes). 
You’ll also pick up some magical abilities later, which are used in combat.
I found the gameplay satisfying. The gear upgrades felt like I was improving. Each weapon type also felt slightly different. There’s also bonus points for everyone’s favourite early quest: killing rats in the cellar.
Audio
The game’s big draw. All the audio is fantastic. The voice acting is great, combat sounds satisfying, and environment noises solid. 
Particular highlights are the alehouse scene with all the patrons singing together and the battle scene later in the game. In fact, that battle scene is the most immersed I’ve ever felt in a video-game combat experience. It’s all thanks to the audio.
Conclusion
The Vale isn’t long, perhaps 5-6 hours for a single playthrough. I enjoyed every minute of it though. It’s a great little game and I hope the developers go on to build on it in the future. Perhaps next time we can even get that other most coveted RPG trope: the sewer level.
",TRUE,1,2025-06-09 03:05:19
1293,english,It is really the best game. The accessibility And the sound design. really cool.,TRUE,4,2024-06-19 23:45:41
399,english,One of the most unique game experiences I've had in years. A surprising depth of gameplay mechanics and well-told adventure story. Makes me want to check out more audio games.,TRUE,2,2022-07-23 21:26:37
437,english,"Don't play this game if you care about the achievements, or ignore them completely if you do play it. Not worth the headache and constant guide checking you'll need to do in order to get them all.

Interesting story up until the very end of gameplay. Afterwards there's some more dialogue that kinda makes the ending feel like a wimper. It's still great despite that blunder at the very end.

Surprisingly compelling gameplay for the first half, gets repetitive afterwards but there's still some nuance and player input that can shake things up quite a bit.

6/10, would've given it an 8 if I wasn't someone who really cares about achievements",TRUE,2,2022-01-28 05:09:47
430,english,"You're blind. And honestly aside from shopping for stats, you don't need your eyes. Recommend you to have a pair of headphones for this game. The story is so richly displayed through sound, and I would say it's by far the best that I've experienced.

The combat is spoiled to be on the easier side, only following audio clues. But nonetheless still an experience. You can definitely feel the weight of your swings and hits you scored.

There is a bow in this game, and honestly I've used it to farm alot of copper hunting. But I can see that it may be one of the most frustrating things to use in the game. But if you've learned much from the audio clues, it's actually easier.

Maybe the one other way to improve on the game, is somewhat allow a sort of VR headset that tracks the head's movement. As I repeated turn my head to the sideways often to follow a sound, only to find that it's frustrating that it doesn't change like in real life. ;( 

10/10 would go for sequel.",TRUE,2,2022-01-23 15:37:26
456,english,"I think this game is really something.
Its core gameplay mechanics, Combat and Hunting are really well done and, what surprised me the most, varied. There are a few different kinds of enemies and fighting each of them feels unique.
Story is nothing new or nothing great but the dialogue and characters will make you care for them and sometimes even laugh with them.",TRUE,1,2021-12-27 11:06:40
393,english,"The Vale is a very high quality audio based action-adventure game which I consider as my favorite game of 2021. It features intuitive tense gameplay, well done soundscapes and voice work, and a few quite impressive set piece moments communicated beautifully with little more than audio. If you want to experience a great game that may expand your horizons as to what can be done in the medium of videogames then you should try The Vale: Shadow of the Crown.

If you would like to hear my full thoughts on The Vale alongside footage of the game check out my Video Review

https://www.youtube.com/watch?v",TRUE,2,2021-12-24 17:20:17
28,english,"This is a very interesting experience, especially for a seeing person. Gameplay is very fun and Voice Acting, Story and Ambient Sounds/Music are great!",TRUE,1,2021-12-08 22:53:50
34,english,"I love games or even things in general that surprise me. That show me something that I did not know/experience.
This game definitively has. As of now to my knowledge it is one of a kind. And I am glad for the experience so far.

It has the core ingredients for a wonderful game:
- Something unique and new
- Solid execution
- Splendid voice acting
- Sublime story line
- Sophisticated Characters

And before I go overboard with the s-es. Let me say the game is stellar and I highly recommend it.",TRUE,2,2022-08-06 19:50:20
481,english,"Pros:
I loved the game.
It's an experience of you being in a story with some lovable characters.
There was a decent amount of lore that was hinted at. You don't know exactly why everything happened at the end of the game, but in a way that makes you want a sequel. 
The combat mechanic was fun and a good challenge at times.
When you fail in combat, it fits the story and doesn't feel like your trying the same level over and over again.
It hit me in the feels a couple of times. 

Here are the cons I can think of:
I wasn't a huge fan of using the bow. It seemed a bit unpolished, but it's not too important to the game.
No chapter select feature. This makes it really time consuming if you want to go back for achievements because you have to do another play-through.
Most choices in the game were ""do this or don't do this."" You don't get a lot of freedom to define your character. I would have loved to see the ability for your character to choose how she ends the story, but you just get a brief ""This is how it happened"" at the end. But again, this is part of the idea that you're a character living in a story. 
",TRUE,2,2022-02-20 21:49:36
844,english,"So after playing this game for ~6 hours and 45 minutes straight, I cannot possibly recommend this game more, the voice acting is wonderful, the music beautiful and the story heartfelt - this has to be my favourite game for nothing has inspired such joy and wonder in me, although I have fine vision as an autistic person my hearing is the most important sense to me so having a game centred around hearing makes me so happy, not just because it's something that speaks to me but the fact that those with blindness/visual impairments can enjoy this masterpiece as well. 

Overall: 9.5/10",TRUE,1,2021-09-30 08:46:46
409,english,"Short, sweet, and very unique. Way better than I thought it was going to be.",TRUE,3,2021-12-19 04:35:23
10344,english,"I loved this game, what a neat format. The combat takes a little getting used to but once it clicks it clicks. The story and characters are top-notch and honestly it was one of the best narrative experiences I've had with an indie game. Highly recommended and I hope the developers think about making a sequel.

Playtime is around 6-8 hours (I fell asleep with the game running a couple times because I had my eyes closed and the soundscapes can be very soothing).",TRUE,1,2022-02-03 18:19:04
417,english,"Emotionally engaging and fun to play. A few minor clunky elements, some things are poorly explained, weapons have too many useless stats, and the game's so easy that I can probably beat it with my eyes closed but overall it was a good purchase.",TRUE,1,2022-06-24 16:04:34
559,english,"I really enjoyed my time in The Vale.  The story was great-  far far better than it had to be.  Its really impressive that a game that's not long (about 8 hours for me) can give a full RPG experience with meaningful options on how to build your character, interesting and varied side quests, a host of characters that seem real and a story that draws you in.  Its exactly the kind of experience I look for in games.  Oh, and, to boot, a completely novel (to me) experience because its audio only. That part makes you really listen and pay attention.  You won't win this one in a click-fest.  Two thumbs up from me.

There were a few fights I had trouble with so maybe 3 times in the game I switched to casual mode.  

I wanted to highlight the side quests.  Some of the most interesting and unique applications of the format were in the side quests.  I did them all (I think).",TRUE,2,2022-01-09 22:55:14
368,english,"A clever delight, both well-designed and totally engrossing. Devoured this in one sitting, marveling at the totally immersive mechanics, writing, performances, and audio design. I have poor auditory processing, which can make games without subtitles a challenge, but the audio is so thoughtfully edited and crystal clear that I had no difficulty. What a gem, heartily recommended.",TRUE,1,2022-01-05 05:24:26
402,english,"First time playing an Audio RPG and i found it very enjoyable. Recommend The Vale to anyone looking for a good story and for gameplay that challenges your hand-ear coordination, rather than hand-eye.

The descriptive language and soundscape stimulate the imagination, allowing you to picture what is happening.
Combat can be challenging, but rewarding. Successfully blocking a series of attacks from multiple directions and counter-attacking feels heroic.",TRUE,1,2021-09-11 19:18:28
393,english,"Amazing game from beginning to the end. Highly recommend playing the whole game with your eyes closed. I first saw this game during the demos and loved the concept, and having finished the game I can the mechanics of having a sound only game is amazing. Though the mechanics are simpler than other sword fighting games, the fact that you have to listen to subtle sounds of armor shifting to track enemies and react in a melee where the chaos of battle in the background is a real problem. The entire experience makes the fights more intimate, you are listening to clues to see how the fight is going (damaged enemies make more pained sounds when attacking, and fresh enemies taunt you when you flail wildly). I would love to see this expanded even further since there could be so much more that can be done with an audio only combat system.
In terms of story, the overall journey is pretty similar to other hero's quests, the underlying story of some otherworldly influence does add a layer of complexity. I think the story is carried by the supreme voice acting of the main characters, especially the lead. Towards the end of the 3rd act, I felt more invested in these people more than any story from Scrolls series.",TRUE,5,2022-04-13 02:33:02
799,english,"This is one of the most unique experiences I've ever had in almost 30 years of gaming.  Combat is fought, spells are cast and a 500 mile journey is undertaken--all completely without visuals.  You experience The Vale just as your blind player character does.  Several other reviewers recommended playing blindfolded to increase immersion, and I definitely think it enhances the experience.  The characters have such depth and the story is so engaging it BEGS for a sequel or two...or ten.  (Pretty please, Flying Squirrel?)",TRUE,2,2022-04-10 01:25:32
450,english,"I picked up this game out of curiosity. It'd be real easy for this game to coast on it's novelty, but it goes above and beyond what I expected. Even more than its medium it is a legitimately excellent game. 25% podcast and 75% immersive VR experience, the combat was engaging and tense, the audio design was pristine. This game had everything I look for in a fantasy RPG in addition to a fully immersive experience all without the help of visual graphics. 11/10",TRUE,1,2021-09-28 23:29:58
436,english,"I'm a sighted person and got bored of the usual visual games. I've tried every imaginable genre, VR games as well as non-VR, text based games as well as more immersive graphical ones. I thought nothing in the gaming world could surprise. Until I heard about the Vale and decided to give it a try. I was blown away. I find it such a rewarding challenge to rely on hearing instead of vision to navigate a gaming. I was afraid that as a sighted person who relies on vision too much it would be overwhelming, but I found it surprisingly simple and intuitive. The devs did a really good job with the sound design that closely mimics real life experience. And the ambient sounds and immersive feel of it all just blew me away.

Definitely play this with headphones. Also if you are sighted consider using a blindfold. There are minimalist graphics- little dots that shift left or right to show you which way you are turning or turn blue during the nighttime, also a convenient map of the world you are exploring- but they aren't important. You'll want to concentrate on what you are hearing as much as you can and to do that it is best if you are blindfolded. 

The story is compelling. The voice acting is phenomenal. And the sound design is pretty out of this world. The combat is a lot of fun and progressively gets more challenging. And there's tons of stuff to do with all kinds of quests to do to earn coin and upgrade your gear.

Playing this games is like reading a book: your minds fills in all the blanks and creates and colors the world you are experiencing through your hearing. Since most games- with all their visuals- rarely leave anything to your imagination, this game is a refreshing change of pace and reminds me of my childhood when I skipped school just to read the latest Harry Potter book, mind full with students in cloaks cursing each other and zooming around on broomsticks.

This game is a truly unique experience and has gotten me excited for a new gaming experience for the first time in a while. I would recommend it to anyone who wants a unique, compelling challenge.",TRUE,2,2021-08-23 20:04:00
256,english,"This is a great experience for anybody who likes games that are unique. It's completely blind accessible, and plays very smoothly. I will say, I do wish a few of the audio cues for attacks were a little more distinguished to better paint a picture of what was going on, but it was a great experience nonetheless. There's partical effects to help orient yourself for those too attached to visuals to function. But, you don't need those by any means to play through the whole game. In fact, I deliberately blindfolded myself to give it that extra realism. Once you get the combat figured out, you'll start to feel like a badass. Strongly recommend to blind folks and anybody looking for something different.",TRUE,2,2022-08-22 10:53:59
600,english,"Never heard of Falling Squirrel before but this seemed like a decent experiment. I had eye surgery and was effectively blind (not really but not allowed to look at screens at all) temporarily, So I bought it while using a screen reader and played it fully blind.
Not disappointed at all.

Pros:
[olist]
[*] Completely blind accessible
[*] Audio and voice acting is phenomenal
[*] Inclusion: as an Arab I was pleasantly surprised that they included Arabic voice actors
[*] around 7 hours of great story with a room for sequel should the devs create one down the line (the game itself has a decent ending too, it doesn't end on a cliffhanger or anything like that) 
[/olist]

Cons:
[olist]
[*] In certain fights like the one with [spoiler]the Baker[/spoiler] the audio gets too complicated. There are VFX sounds, yelling sounds, grunting sounds, shouting sounds all on top of the normal fight sounds which makes things too tough to follow. I'm still convinced that I won that one by sheer luck (I play on medium difficulty).
Side note: This could have been intentional by the devs, but as a player I just found it hard to concentrate with all that going on at once.
[*] The  [spoiler]Honey Gathering[/spoiler] quest is hard to follow as well.
[*] The city layouts are a bit tough to navigate, I just walk in the general direction of the sounds and hope to reach where I want.
[/olist]

All that being said, I would give this game a 9/10. I'm definitely a fan of Falling Squirrel and keeping my eyes peeled for their next game.",TRUE,3,2022-05-18 21:52:29
364,english,"Definitely a unique kind of game that really comes together with the characters/story and voice actors.  The combat is fun and interesting, really a unique experience I'd highly recommend.",TRUE,1,2022-04-19 21:04:10
718,english,"The most innovative game of this year. best game i have played this year. 
loved every aspect of this game. 
the game that only deserves positive feedback.",TRUE,2,2021-11-30 14:54:52
116,english,"This game is amazing, I love being able to take off my glasses and relax and just play. I love how the main protagonist is portrayed and overall an amazing experience!",TRUE,0,2025-11-10 16:39:26
339,english,"new favorite game.



the combat is fun, the story serves its role well, the sound design is _excellent_, and the stealth segments were genuinely more fun for me than the stealth segments in any game with graphics i've played



controller support is quite solid, and in general the game is very easy to navigate!



play this game. play it with headphones and a controller, and play it with your eyes closed. seriously, it improves the experience immeasurably. play this game!",TRUE,0,2025-10-22 02:10:35
1244,english,"I purchased this game on a saving sound sale. I have to say it is amazing. I haven't experienced such a great 3D stereo experience. Many AAA games have been doing trash for sound effects lately. The game play is based somewhat similar to ""For Honor"" with the 3 directions attack/defense. It your not familiar left, center, right. Really engaging. Other missions include navigating mazes of different sorts with deadly hazards. Hearing gravel fall as you near a precipice is amazing when you can't see and actually fear for your character.

The voice acting and story is very well done. It is for the most part scripted. The only thing I would say this game could do better was light attacks while blocking and just more game. There is a combat ring event side quest. I would have liked it more developed as well as the hunting one. My favorite battle was a melee ranged exchange with a rival seer. I wish I could have fought that in the combat side quest as well. Easy a great purchase.",TRUE,0,2024-03-03 23:45:05
295,english,"I face a really weird bug, when I open the character menu at the first time I got the sword, I cannot use the ""Space"" button or ""X"" button to check the specific information of stuff. I used the controller for the game and everything else works good. This bug let me cannot push the plot after I arrived the town. Because I cannot confirm, I cannot get mission from NPCs, so I was blocked at that point

Overall, it's a fantastic game, it made me super nervous and a really good flow for the game.",TRUE,0,2024-02-28 11:45:28
318,english,"Novel mechanics and a good story. Really enjoyed it and it's only £5 on sale so great value, too.",TRUE,0,2023-12-29 22:52:54
67,english,"Honestly skeptical at first, but nonetheless a rather really enjoyable game. With previous knowledge and experience of other medieval theme set games, it really adds in more ""flavor"" to say for the game itself. More immersive than playing a medieval customizable character game or just as immersive like Kingdom Come: Deliverance.",TRUE,0,2023-12-28 08:02:09
1056,english,This is one of the most in-depth and engaging audio games I have ever played. The story line contains much more detail than I would have expected on first starting the game. I'm very impressed.,TRUE,0,2023-12-24 06:05:39
356,english,"Incredibly well done, and very enjoyable. The characters are well fleshed out even if they don't show up for a long part of the story, and the sidequests which are not story critical are equally as awesome as the main storyline. The sound design is also great.",TRUE,0,2023-10-27 10:00:26
383,english,"A beautiful work of art! Voice acting is marvellous and the plot is captivating. The gameplay is pretty decent too, albeit somewhat repetitive - most of the time you either block or swing a sword in one of three directions, but there are also hunting missions with a bow, and stealth/exploration sections where you need to carefully navigate the environment. Would love to see a continuation, either in some neighbouring genre or with more depth/variety to the gameplay.

This game could use just a bit more polish however, for example:
1. No support for multiple saves. You can't really ""die"" in this game, but trying out different plot paths is difficult.
2. Unskippable plot scenes. While technically there is some replayability, I would imagine sitting through every dialogue (as great as they are) just to try a different choice two thirds into the game will get old pretty fast.
3. The player and shop inventory is both narrated and displayed as text, which is great, but player's coin amount is only narrated but not displayed - what's up with that?...",TRUE,0,2023-10-05 16:07:06
882,english,"This game was innovating! The controls, the sounds, the decorating visuals, the in-game screen reader...
This game had to win  the innovation in accessibility award instead of Forza. Sign language was never more effective than subtitles imo.
You better play this blindfolded, as you'll stick with your character a lot more and it'll also help you to focus on the sounds better.
Definitely worth the try, play it, now.",TRUE,0,2023-09-27 20:32:18
